trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.988036}",20,7,-56.74609096514135,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
2,False,"{'a': 0.5, 'e': 0.982107784}",20,0,-114.41803327551509,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",1
3,False,"{'a': 0.5, 'e': 0.976215137296}",30,0,-123.01873313343393,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
4,False,"{'a': 0.5, 'e': 0.970357846472224}",20,0,-1.1165935479098021,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
5,False,"{'a': 0.5, 'e': 0.9645356993933907}",35,27,-11.026301363045343,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
6,False,"{'a': 0.5, 'e': 0.9587484851970303}",30,0,-29.852835666637077,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.9529959942858481}",25,6,2.2887287725200074,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
8,False,"{'a': 0.5, 'e': 0.947278018320133}",25,3,33.15348867427733,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,False,"{'a': 0.5, 'e': 0.9415943502102122}",20,8,-48.61534080075518,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
10,False,"{'a': 0.5, 'e': 0.9359447841089509}",25,0,4.034406664035902,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.9303291154042972}",25,19,9.285879736652356,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,False,"{'a': 0.5, 'e': 0.9247471407118714}",20,5,21.194427596549453,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,False,"{'a': 0.5, 'e': 0.9191986578676001}",25,0,10.931593715620249,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
14,False,"{'a': 0.5, 'e': 0.9136834659203946}",20,12,-3.4235468466270245,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
15,False,"{'a': 0.5, 'e': 0.9082013651248722}",35,0,26.964859013708164,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
16,False,"{'a': 0.5, 'e': 0.9027521569341229}",25,0,2.918843396468641,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
17,False,"{'a': 0.5, 'e': 0.8973356439925182}",20,0,-20.053843725124885,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.8919516301285632}",20,6,23.116044168765143,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,False,"{'a': 0.5, 'e': 0.8865999203477917}",30,0,33.52820007004128,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.881280320825705}",30,15,23.11159947355877,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,False,"{'a': 0.5, 'e': 0.8759926389007507}",25,0,36.06340284058267,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.8707366830673462}",20,14,-3.550611386928529,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
23,False,"{'a': 0.5, 'e': 0.8655122629689421}",20,11,19.20290861977795,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,False,"{'a': 0.5, 'e': 0.8603191893911285}",20,0,30.194142067062796,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.8551572742547817}",20,12,11.32721348789643,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.5, 'e': 0.850026330609253}",20,7,19.54661063794375,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.5, 'e': 0.8449261726255975}",25,17,12.029541030193624,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.5, 'e': 0.8398566155898439}",30,18,-18.12792225219713,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
29,False,"{'a': 0.5, 'e': 0.8348174758963048}",20,0,11.61061142621072,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
30,False,"{'a': 0.5, 'e': 0.829808571040927}",20,0,32.366486342599984,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.8248297196146814}",30,5,-12.438311328779651,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
32,False,"{'a': 0.5, 'e': 0.8198807412969934}",25,0,14.90518186643439,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.8149614568492114}",30,9,16.04053644574961,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
34,False,"{'a': 0.5, 'e': 0.8100716881081161}",30,0,22.431327740493323,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
35,False,"{'a': 0.5, 'e': 0.8052112579794674}",20,0,20.17379248041482,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
36,False,"{'a': 0.5, 'e': 0.8003799904315906}",20,0,26.757956629264363,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
37,False,"{'a': 0.5, 'e': 0.795577710489001}",35,0,-1.192832398133104,"{0: 33, 1: 1, 2: 0, 3: 0, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.790804244226067}",35,12,29.947853812504544,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.5, 'e': 0.7860594187607106}",25,8,28.15153121129824,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.5, 'e': 0.7813430622481463}",25,16,15.148241129946502,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.5, 'e': 0.7766550038746575}",25,0,35.76773870305621,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
42,False,"{'a': 0.5, 'e': 0.7719950738514095}",30,0,39.238338278938734,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
43,False,"{'a': 0.5, 'e': 0.767363103408301}",25,2,17.79333651460725,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
44,False,"{'a': 0.5, 'e': 0.7627589247878512}",25,0,7.51437292725698,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.7581823712391241}",30,16,18.744225968514293,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.7536332770116894}",25,8,29.151281589179842,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.5, 'e': 0.7491114773496192}",25,7,29.752641761861504,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.5, 'e': 0.7446168084855216}",20,0,25.4475188562231,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
49,False,"{'a': 0.5, 'e': 0.7401491076346084}",20,14,10.08285658340133,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.5, 'e': 0.7357082129888007}",30,10,31.654126007955547,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.5, 'e': 0.731293963710868}",20,0,27.119895073944154,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
52,False,"{'a': 0.5, 'e': 0.7269061999286027}",20,9,16.609292155797096,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.5, 'e': 0.7225447627290311}",20,0,28.55535632748659,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.7182094941526569}",20,0,25.830228411244008,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
55,False,"{'a': 0.5, 'e': 0.713900237187741}",20,0,21.76571259647478,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.7096168357646145}",25,13,21.482962686025612,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.5, 'e': 0.7053591347500269}",30,22,10.064182665035835,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.7011269799415266}",20,0,30.24285903379888,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
59,False,"{'a': 0.5, 'e': 0.6969202180618775}",25,0,38.42954031367399,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.6927386967535062}",30,12,27.2246432809527,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.6885822645729852}",30,0,43.88377589346918,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.6844507709855473}",30,0,36.696546022536154,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.680344066359634}",20,0,-11.382055863737373,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.6762620019614762}",25,0,41.35085143206748,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
65,False,"{'a': 0.5, 'e': 0.6722044299497073}",20,0,26.76433144414213,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.6681712033700091}",30,0,31.95164652914151,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.664162176149789}",20,6,25.814090937286572,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.6601772030928903}",20,7,24.01480874456715,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.6562161398743329}",25,0,38.480685573263386,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.652278843035087}",25,0,36.73805432050096,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.6483651699768764}",25,0,35.1267042956599,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
72,False,"{'a': 0.5, 'e': 0.6444749789570151}",25,0,35.75928082736418,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.640608129083273}",25,0,33.33831548675905,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.6367644803087734}",25,13,19.62557711079769,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.6329438934269208}",25,19,-1.4179600817871838,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.6291462300663593}",20,0,31.484620881100934,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.6253713526859611}",30,19,20.911488045160674,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.6216191245698454}",20,0,33.02555250472943,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
79,False,"{'a': 0.5, 'e': 0.6178894098224262}",20,0,31.88137952442739,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.6141820733634917}",20,0,26.419683880413366,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.6104969809233107}",30,10,-10.0526843096815,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
82,False,"{'a': 0.5, 'e': 0.6068339990377709}",25,13,21.69122154723176,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.6031929950435442}",20,3,22.50197027882758,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.5995738370732829}",20,0,23.651307971926276,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.5959763940508432}",25,7,30.01364357234781,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.5924005356865382}",25,0,23.230640309196627,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
87,False,"{'a': 0.5, 'e': 0.588846132472419}",20,0,28.910332903432415,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.5853130556775844}",25,12,20.989085560172835,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.5818011773435189}",30,10,32.883731883422215,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.5783103702794579}",20,0,32.73053190743016,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
91,False,"{'a': 0.5, 'e': 0.5748405080577811}",20,0,-11.566215486476521,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.5713914650094344}",25,17,11.845947641913034,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.5679631162193778}",25,0,34.83669055364368,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.5645553375220616}",35,20,27.078475287763098,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.5611680054969291}",20,8,22.68865220793552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.5578009974639475}",30,0,36.27831153959419,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
97,False,"{'a': 0.5, 'e': 0.5544541914791639}",35,16,31.10120494193997,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.5511274663302889}",20,0,28.138556404705415,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.5478207015323071}",25,19,9.928836354102323,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.5445337773231133}",20,0,28.356655154334394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.5412665746591746}",25,0,33.30106563925981,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.5380189752112196}",20,13,13.411712374629476,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.5347908613599522}",20,0,27.179175508423043,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.5315821161917925}",20,14,8.52924253369292,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.5283926234946418}",20,0,30.351796744824377,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.5252222677536739}",25,0,28.92261503999226,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
107,False,"{'a': 0.5, 'e': 0.5220709341471519}",30,4,43.05693513568056,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.518938508542269}",20,3,27.603655671338302,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.5158248774910154}",20,3,23.90584284850942,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.5127299282260692}",20,9,19.766162655844106,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.5096535486567129}",25,15,20.27841812679961,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.5065956273647726}",25,0,37.894671396251816,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
113,False,"{'a': 0.5, 'e': 0.5035560536005839}",25,0,-17.318860834931336,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
114,False,"{'a': 0.5, 'e': 0.5005347172789804}",20,0,28.197441651931232,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.4975315089753065}",20,0,33.448201890142485,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.4945463199214547}",20,15,7.325589556033987,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.4915790420019259}",20,0,30.843533723320217,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.4886295677499144}",25,11,22.31382461297401,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.48569779034341487}",25,12,21.14851081004064,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.4827836036013544}",20,7,23.452860273897883,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.47988690197974626}",20,8,26.405133451832086,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.4770075805678678}",35,23,22.211653353984843,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.4741455350844606}",35,7,42.56014959929365,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.4713006618739538}",25,14,20.869574577705645,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.4684728579027101}",30,0,37.68918902666292,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.46566202075529384}",25,0,32.804486648126385,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.4628680486307621}",30,0,36.176689497837934,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.4600908403389775}",25,3,33.80077480374881,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.45733029529694363}",30,0,45.541707874894016,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.45458631352516193}",20,0,27.098515303229423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.451858795644011}",20,0,32.3054901154143,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.4491476428701469}",20,1,19.52386766450914,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.446452757012926}",20,10,16.457786565983717,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.44377404047084845}",20,16,7.586671179795091,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.44111139622802337}",25,0,36.206152844574184,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.4384647278506552}",35,17,37.865408166400584,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.4358339394835513}",25,0,33.819431982430345,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
138,False,"{'a': 0.5, 'e': 0.43321893584665}",25,2,37.061501683266314,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.4306196222315701}",20,0,12.531525089542281,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.4280359044981807}",25,0,34.99444053592304,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.4254676890711916}",30,19,18.66728518632335,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.42291488293676444}",20,0,31.931748442874106,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.42037739363914384}",35,7,40.121171319555096,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.417855129277309}",30,23,11.348813129762723,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.4153479985016451}",25,10,23.418045718697847,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.41285591051063525}",20,1,25.12988020382729,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.4103787750475714}",30,20,18.96295970590145,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.407916502397286}",20,0,-12.245408127560284,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
149,False,"{'a': 0.5, 'e': 0.40546900338290226}",25,12,23.099144183584745,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
